industry,organization_size,cloud_environment,endpoint_protection_type,region,data_sensitivity_level,employee_count,annual_revenue_inr,exposed_assets,internet_facing_assets,critical_vulnerabilities,high_vulnerabilities,average_patch_delay_days,mfa_coverage_percent,edr_coverage_percent,backup_success_rate_percent,immutable_backup_enabled,network_segmentation_score,phishing_failure_rate_percent,security_awareness_training_score,mean_time_to_detect_hours,mean_time_to_respond_hours,previous_security_incidents,third_party_vendor_risk_score,cloud_security_posture_score,privileged_accounts_count,encryption_coverage_percent,security_budget_inr,ransomware_incident,phishing_incident,data_breach_incident,ddos_incident,ransomware_impact_inr,phishing_impact_inr,data_breach_impact_inr,ddos_impact_inr
Banking & Financial Services,Large Enterprise (5000+),Multi-Cloud Enterprise,SentinelOne,APAC,High (PII + Financial KYC),8004,22476263370.19,1205,212,2,10,27.1,60.9,62.5,82.1,1,0.21,10.6,0.56,21.9,34.4,0,0.55,0.8,187,82.9,651253685.39,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Mid-Market (250-1000),GCP Native,Microsoft Defender for Endpoint,North America,High (PII + Financial KYC),213,631324165.55,96,31,6,14,7.8,78.5,98.6,66.9,1,0.56,26.9,0.96,49.1,58.4,0,0.18,0.58,188,65.6,19995361.26,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Small (50-250),AWS Multi-Account,CrowdStrike Falcon,APAC,High (PII + Financial KYC),2085,6351796286.3,204,53,4,8,22.6,84.7,61.8,86.6,1,0.7,22.8,0.49,4.0,33.2,0,0.31,0.38,179,81.5,269817204.4,0,0,0,0,0.0,0.0,0.0,0.0
Critical Infrastructure,Mid-Market (250-1000),On-Premises Legacy,SentinelOne,India (BFSI Regulated),Low (Public Data),592,1759157827.35,589,87,4,15,43.1,59.5,75.0,97.6,1,0.91,16.4,0.75,28.0,12.1,0,0.69,0.93,64,97.4,32890969.55,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Mid-Market (250-1000),Multi-Cloud Enterprise,Microsoft Defender for Endpoint,APAC,Critical (Cardholder / UPI Core),598,1242841412.94,1206,125,7,14,10.9,94.6,53.7,61.6,1,0.68,20.1,0.67,20.0,24.5,1,0.36,0.81,70,51.1,28958561.46,0,0,0,1,0.0,0.0,0.0,5174020.13
Banking & Financial Services,Large Enterprise (5000+),GCP Native,CrowdStrike Falcon,India (BFSI Regulated),Moderate (Internal Confidential),204,585915620.27,1064,250,3,12,32.1,84.0,73.8,74.3,0,0.34,21.9,0.6,12.1,16.0,0,0.81,0.71,26,60.0,13494005.96,0,0,0,0,0.0,0.0,0.0,0.0
Healthcare,Enterprise (1000-5000),Multi-Cloud Enterprise,SentinelOne,North America,High (PII + Financial KYC),2087,5422065578.96,972,240,1,11,10.2,63.8,59.3,71.5,1,0.88,5.3,0.69,21.5,6.1,3,0.74,0.52,27,80.5,232485194.51,0,0,0,0,0.0,0.0,0.0,0.0
Critical Infrastructure,Mid-Market (250-1000),Azure Hybrid,Microsoft Defender for Endpoint,India (BFSI Regulated),High (PII + Financial KYC),2053,5532312161.66,1341,261,3,13,41.3,45.8,81.8,65.9,1,0.86,13.3,0.47,12.2,83.8,2,0.42,0.83,66,51.1,109547255.75,0,0,0,0,0.0,0.0,0.0,0.0
Healthcare,Large Enterprise (5000+),GCP Native,Legacy Antivirus,APAC,Moderate (Internal Confidential),181,271794891.47,318,36,3,11,7.7,73.1,46.5,70.4,1,0.51,31.1,0.65,18.5,114.7,1,0.78,0.46,119,92.5,8601006.34,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Mid-Market (250-1000),On-Premises Legacy,Microsoft Defender for Endpoint,APAC,Moderate (Internal Confidential),592,1193776999.53,1325,77,3,12,27.5,76.2,82.7,61.0,0,0.59,26.5,0.92,7.2,27.3,1,0.27,0.33,16,69.7,40404188.08,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Small (50-250),GCP Native,SentinelOne,APAC,High (PII + Financial KYC),482,1620179083.63,491,63,7,13,10.2,48.0,73.0,85.4,1,0.57,5.8,0.49,25.7,28.2,1,0.29,0.55,16,88.4,45033408.62,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Mid-Market (250-1000),On-Premises Legacy,SentinelOne,North America,Critical (Cardholder / UPI Core),518,1077518822.3,429,80,2,14,59.0,90.3,65.5,84.2,1,0.53,11.8,0.73,28.8,18.8,1,0.74,0.75,9,85.9,16624013.88,0,0,0,0,0.0,0.0,0.0,0.0
Critical Infrastructure,Mid-Market (250-1000),Azure Hybrid,CrowdStrike Falcon,European Union (GDPR),Critical (Cardholder / UPI Core),2070,4918384262.11,1435,410,6,15,92.3,62.5,48.5,79.9,1,0.45,9.5,0.85,36.9,33.9,1,0.73,0.91,222,80.3,87967010.49,0,0,0,1,0.0,0.0,0.0,25006792.37
Critical Infrastructure,Small (50-250),On-Premises Legacy,SentinelOne,North America,Moderate (Internal Confidential),164,307229066.16,706,216,4,11,31.2,49.0,48.4,72.4,0,0.94,15.2,0.88,5.9,108.1,0,0.67,0.47,116,79.3,7831108.67,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Large Enterprise (5000+),Multi-Cloud Enterprise,Microsoft Defender for Endpoint,India (BFSI Regulated),High (PII + Financial KYC),2092,3717913077.17,184,31,4,16,61.8,70.7,87.8,98.6,0,0.88,34.4,0.5,5.5,111.5,1,0.7,0.35,56,98.7,149446454.31,0,0,0,0,0.0,0.0,0.0,0.0
Critical Infrastructure,Enterprise (1000-5000),AWS Multi-Account,CrowdStrike Falcon,India (BFSI Regulated),Critical (Cardholder / UPI Core),598,1146568086.49,1125,324,5,9,33.9,64.9,85.0,84.5,1,0.45,21.5,0.83,7.1,36.7,1,0.54,0.46,58,52.9,26217287.9,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Mid-Market (250-1000),Multi-Cloud Enterprise,Microsoft Defender for Endpoint,North America,Moderate (Internal Confidential),2019,5264127913.96,677,235,5,14,57.4,77.9,70.1,95.1,1,0.66,8.1,0.84,52.4,8.6,2,0.2,0.78,154,70.5,118061460.68,0,0,0,0,0.0,0.0,0.0,0.0
SaaS & Cloud Provider,Enterprise (1000-5000),Multi-Cloud Enterprise,CrowdStrike Falcon,North America,Low (Public Data),574,1916044891.8,183,48,4,7,43.1,50.2,45.4,72.1,1,0.26,28.1,0.72,14.7,77.9,2,0.78,0.64,194,90.7,85864719.92,0,1,0,1,0.0,9226626.97,0.0,9379030.68
Healthcare,Enterprise (1000-5000),GCP Native,SentinelOne,India (BFSI Regulated),Moderate (Internal Confidential),214,460613249.0,123,33,2,15,52.4,41.2,88.9,89.8,1,0.76,21.8,0.65,21.8,19.0,1,0.24,0.76,173,71.3,18492375.5,0,0,0,1,0.0,0.0,0.0,3091297.32
E-Commerce & Retail,Large Enterprise (5000+),Azure Hybrid,Microsoft Defender for Endpoint,India (BFSI Regulated),High (PII + Financial KYC),501,1075554768.11,1173,378,4,18,28.2,68.1,80.9,60.2,0,0.83,30.6,0.44,33.6,23.5,0,0.27,0.94,114,86.5,23112055.74,0,0,0,1,0.0,0.0,0.0,5300554.28
Healthcare,Large Enterprise (5000+),AWS Multi-Account,None,India (BFSI Regulated),Moderate (Internal Confidential),8041,21134008918.31,615,93,2,13,36.3,49.3,49.1,86.7,1,0.55,18.6,0.4,8.7,46.8,0,0.7,0.63,162,87.4,432029673.48,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Mid-Market (250-1000),On-Premises Legacy,CrowdStrike Falcon,European Union (GDPR),Moderate (Internal Confidential),7998,17703456512.22,139,7,5,11,12.3,49.2,59.9,89.6,1,0.26,31.5,0.74,18.5,19.0,0,0.19,0.36,219,56.2,622196034.77,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Enterprise (1000-5000),GCP Native,Microsoft Defender for Endpoint,European Union (GDPR),Moderate (Internal Confidential),143,474878989.72,278,96,1,11,13.8,80.0,48.7,70.7,0,0.64,30.4,0.61,7.8,46.6,0,0.49,0.87,212,95.2,14797129.62,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Enterprise (1000-5000),Azure Hybrid,CrowdStrike Falcon,North America,Moderate (Internal Confidential),2080,4691847857.39,1147,226,1,10,8.0,55.3,92.0,99.4,0,0.24,5.0,0.56,5.0,28.3,2,0.34,0.37,240,74.0,84614735.96,0,0,0,0,0.0,0.0,0.0,0.0
Healthcare,Enterprise (1000-5000),AWS Multi-Account,Microsoft Defender for Endpoint,North America,Low (Public Data),2094,5194972153.55,383,109,1,12,31.0,89.6,72.2,79.7,0,0.81,29.4,0.47,35.4,18.5,1,0.39,0.56,76,86.6,97430577.29,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Small (50-250),Multi-Cloud Enterprise,SentinelOne,European Union (GDPR),High (PII + Financial KYC),2088,5359433649.86,388,113,6,13,7.9,70.4,65.2,74.6,0,0.64,6.8,0.94,15.1,43.4,2,0.42,0.94,173,96.7,167203957.45,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Small (50-250),Azure Hybrid,SentinelOne,APAC,High (PII + Financial KYC),529,1620927727.25,977,165,3,9,37.5,75.9,79.1,67.3,0,0.85,6.5,0.51,26.1,20.1,0,0.27,0.53,68,78.5,50664666.33,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Mid-Market (250-1000),Azure Hybrid,SentinelOne,European Union (GDPR),Moderate (Internal Confidential),8041,21130235317.67,1369,290,2,15,8.1,58.9,85.3,66.1,0,0.48,8.1,0.78,35.4,32.4,0,0.71,0.63,106,81.5,786128621.64,0,0,0,1,0.0,0.0,0.0,153588761.67
Critical Infrastructure,Mid-Market (250-1000),Azure Hybrid,Legacy Antivirus,North America,High (PII + Financial KYC),216,427315003.26,1228,260,4,13,30.7,53.2,80.3,68.2,0,0.39,32.4,0.42,6.6,11.3,1,0.35,0.93,17,65.9,9917629.29,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Small (50-250),Multi-Cloud Enterprise,CrowdStrike Falcon,European Union (GDPR),High (PII + Financial KYC),2069,3616559061.02,413,47,2,10,29.0,49.4,89.8,81.2,1,0.9,18.8,0.78,10.6,98.2,0,0.44,0.64,100,82.4,99139098.33,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Enterprise (1000-5000),On-Premises Legacy,CrowdStrike Falcon,APAC,Critical (Cardholder / UPI Core),2022,6825360266.81,1387,118,7,18,58.8,81.7,77.1,81.2,0,0.88,13.3,0.78,62.0,10.0,2,0.2,0.91,102,54.8,302780921.0,0,0,0,0,0.0,0.0,0.0,0.0
Healthcare,Small (50-250),GCP Native,SentinelOne,North America,Moderate (Internal Confidential),184,570975182.03,549,116,4,16,36.9,80.7,45.2,81.0,1,0.25,4.8,0.93,23.9,29.6,1,0.22,0.51,121,62.4,24363702.82,0,0,1,0,0.0,0.0,7923873.07,0.0
SaaS & Cloud Provider,Enterprise (1000-5000),On-Premises Legacy,Microsoft Defender for Endpoint,India (BFSI Regulated),High (PII + Financial KYC),587,907461156.88,1460,125,3,15,34.3,69.1,52.4,94.0,1,0.85,6.7,0.74,6.7,59.8,1,0.57,0.37,243,90.4,30469187.77,0,0,0,1,0.0,0.0,0.0,5330274.87
Banking & Financial Services,Mid-Market (250-1000),AWS Multi-Account,CrowdStrike Falcon,North America,Moderate (Internal Confidential),2019,6345834038.7,1274,195,2,13,23.9,86.1,91.8,60.1,1,0.9,9.1,0.41,8.7,80.8,0,0.45,0.52,20,73.8,238459530.56,0,0,0,1,0.0,0.0,0.0,28508913.98
E-Commerce & Retail,Large Enterprise (5000+),GCP Native,Microsoft Defender for Endpoint,European Union (GDPR),High (PII + Financial KYC),491,1316467033.61,154,16,5,13,27.3,87.4,51.9,70.5,0,0.54,8.9,0.96,9.2,31.4,2,0.49,0.88,240,54.4,54949699.85,0,0,0,1,0.0,0.0,0.0,4780152.01
SaaS & Cloud Provider,Mid-Market (250-1000),AWS Multi-Account,Microsoft Defender for Endpoint,European Union (GDPR),High (PII + Financial KYC),544,1380556927.72,64,16,3,9,49.7,66.1,78.5,95.0,0,0.87,5.6,0.46,20.0,22.0,0,0.57,0.52,149,89.0,44166542.66,0,0,0,0,0.0,0.0,0.0,0.0
Critical Infrastructure,Small (50-250),Multi-Cloud Enterprise,Microsoft Defender for Endpoint,APAC,Critical (Cardholder / UPI Core),593,904003806.32,643,200,6,16,19.6,78.4,56.1,63.9,1,0.54,5.6,0.54,17.0,37.4,3,0.75,0.82,66,87.9,39970851.16,0,0,0,1,0.0,0.0,0.0,4148118.67
E-Commerce & Retail,Enterprise (1000-5000),On-Premises Legacy,SentinelOne,European Union (GDPR),High (PII + Financial KYC),2013,6163258691.0,944,210,5,12,15.8,93.8,96.9,67.7,0,0.24,12.5,0.83,35.2,10.0,2,0.32,0.51,26,56.3,141764181.9,0,0,0,0,0.0,0.0,0.0,0.0
Healthcare,Enterprise (1000-5000),Azure Hybrid,Microsoft Defender for Endpoint,APAC,Moderate (Internal Confidential),2087,3957223369.44,614,106,6,11,17.6,44.8,57.2,72.9,0,0.61,20.5,0.81,26.4,5.3,0,0.18,0.95,173,78.0,79600870.47,0,1,0,0,0.0,40626190.99,0.0,0.0
E-Commerce & Retail,Large Enterprise (5000+),GCP Native,CrowdStrike Falcon,North America,Low (Public Data),212,626664034.39,1465,511,4,6,25.9,40.7,64.5,92.1,1,0.9,21.4,0.82,8.3,33.3,0,0.5,0.45,119,83.5,19295906.67,0,0,0,0,0.0,0.0,0.0,0.0
SaaS & Cloud Provider,Mid-Market (250-1000),Azure Hybrid,CrowdStrike Falcon,European Union (GDPR),Moderate (Internal Confidential),152,232823947.2,785,44,3,9,61.0,67.9,86.8,83.1,1,0.6,12.2,0.64,51.9,40.3,1,0.55,0.31,218,62.2,6467609.65,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Mid-Market (250-1000),AWS Multi-Account,Legacy Antivirus,North America,High (PII + Financial KYC),550,1700989014.63,1188,167,7,13,10.6,59.6,80.5,81.9,1,0.3,5.6,0.62,22.8,34.9,0,0.18,0.82,225,94.4,49840842.84,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Large Enterprise (5000+),Azure Hybrid,None,India (BFSI Regulated),Critical (Cardholder / UPI Core),1986,3070512768.31,1360,181,6,8,44.9,45.1,62.4,96.5,1,0.53,22.5,0.74,74.9,39.7,1,0.24,0.61,220,76.5,54945641.96,0,0,0,0,0.0,0.0,0.0,0.0
Critical Infrastructure,Small (50-250),Azure Hybrid,SentinelOne,India (BFSI Regulated),High (PII + Financial KYC),544,1072651479.63,312,48,2,8,32.2,48.8,82.7,79.2,1,0.28,24.0,0.56,9.0,104.3,5,0.76,0.81,28,97.9,47311936.96,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Enterprise (1000-5000),Multi-Cloud Enterprise,Microsoft Defender for Endpoint,APAC,High (PII + Financial KYC),147,299373794.48,555,66,3,13,24.0,55.2,97.9,97.4,1,0.64,25.3,0.51,3.1,34.0,0,0.16,0.67,167,95.6,9502636.69,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Mid-Market (250-1000),Multi-Cloud Enterprise,Legacy Antivirus,European Union (GDPR),Critical (Cardholder / UPI Core),487,883913413.52,653,84,4,9,41.1,45.9,52.8,65.3,1,0.67,32.7,0.49,24.9,47.5,0,0.71,0.58,224,95.6,35819629.11,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Small (50-250),On-Premises Legacy,SentinelOne,North America,Moderate (Internal Confidential),8068,19864355053.81,485,61,1,8,29.0,58.8,58.0,75.8,0,0.7,4.2,0.62,13.6,22.9,1,0.64,0.64,102,59.2,705073593.6,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Mid-Market (250-1000),AWS Multi-Account,SentinelOne,North America,High (PII + Financial KYC),521,1077102853.92,68,13,2,14,42.8,47.8,69.2,92.5,0,0.24,9.7,0.92,23.8,12.6,1,0.82,0.74,53,69.2,21979608.3,0,0,0,0,0.0,0.0,0.0,0.0
Healthcare,Mid-Market (250-1000),Multi-Cloud Enterprise,SentinelOne,European Union (GDPR),High (PII + Financial KYC),2072,7224185371.41,680,113,1,9,40.8,76.9,61.9,65.9,0,0.84,21.3,0.94,14.2,63.1,0,0.31,0.58,131,50.9,198205345.74,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Enterprise (1000-5000),Multi-Cloud Enterprise,Microsoft Defender for Endpoint,North America,Low (Public Data),566,1505524674.09,478,115,2,11,30.3,81.1,62.1,66.9,1,0.89,3.3,0.92,43.4,5.6,0,0.3,0.77,238,90.6,24400730.42,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Large Enterprise (5000+),On-Premises Legacy,Microsoft Defender for Endpoint,European Union (GDPR),Critical (Cardholder / UPI Core),572,1506050631.86,716,146,4,16,40.4,85.8,68.2,75.1,0,0.42,4.6,0.52,14.0,7.6,0,0.52,0.39,119,77.4,45077661.91,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Mid-Market (250-1000),GCP Native,CrowdStrike Falcon,European Union (GDPR),Low (Public Data),1980,3844643735.22,781,82,4,15,62.2,91.3,87.6,96.7,1,0.79,15.6,0.74,21.0,127.6,3,0.49,0.74,71,62.0,77813753.47,0,0,0,0,0.0,0.0,0.0,0.0
Critical Infrastructure,Enterprise (1000-5000),On-Premises Legacy,CrowdStrike Falcon,India (BFSI Regulated),Low (Public Data),8058,18673438994.33,444,130,5,15,41.7,40.2,64.3,67.2,1,0.56,21.4,0.78,26.9,51.8,0,0.61,0.71,218,87.1,286001000.53,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Small (50-250),Azure Hybrid,SentinelOne,European Union (GDPR),Critical (Cardholder / UPI Core),1994,3485424241.51,774,148,8,10,48.2,50.4,58.9,97.7,0,0.6,24.8,0.67,19.4,42.0,4,0.63,0.86,40,95.5,128011538.79,0,0,0,0,0.0,0.0,0.0,0.0
Critical Infrastructure,Mid-Market (250-1000),Azure Hybrid,Legacy Antivirus,North America,High (PII + Financial KYC),157,474934185.21,896,85,3,14,16.1,88.1,74.7,86.5,1,0.38,11.0,0.73,29.0,148.1,1,0.19,0.5,184,78.2,19622659.23,0,0,0,0,0.0,0.0,0.0,0.0
Healthcare,Small (50-250),Multi-Cloud Enterprise,SentinelOne,European Union (GDPR),Moderate (Internal Confidential),8015,17330982715.84,680,68,1,17,30.1,41.8,92.1,78.6,1,0.87,22.9,0.47,23.1,55.2,0,0.57,0.48,143,77.0,587868060.47,0,0,0,0,0.0,0.0,0.0,0.0
SaaS & Cloud Provider,Large Enterprise (5000+),Multi-Cloud Enterprise,Microsoft Defender for Endpoint,India (BFSI Regulated),High (PII + Financial KYC),8085,24286787525.97,87,25,2,15,18.9,79.3,82.8,60.7,1,0.92,14.8,0.92,16.1,16.5,2,0.63,0.74,242,75.6,487937949.2,0,0,0,0,0.0,0.0,0.0,0.0
SaaS & Cloud Provider,Enterprise (1000-5000),On-Premises Legacy,CrowdStrike Falcon,India (BFSI Regulated),High (PII + Financial KYC),2083,4672985535.71,528,137,1,11,20.9,50.7,63.4,80.7,1,0.69,20.8,0.48,22.7,19.8,3,0.43,0.43,82,98.4,120118540.52,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Enterprise (1000-5000),On-Premises Legacy,CrowdStrike Falcon,APAC,Moderate (Internal Confidential),575,1999570826.13,755,152,3,10,14.1,69.9,97.5,76.4,0,0.31,24.4,0.88,15.3,106.7,2,0.77,0.91,230,85.5,39129216.56,0,0,0,1,0.0,0.0,0.0,8435435.51
E-Commerce & Retail,Enterprise (1000-5000),AWS Multi-Account,Microsoft Defender for Endpoint,North America,Critical (Cardholder / UPI Core),175,322392567.79,229,32,1,8,2.4,96.8,82.3,91.2,0,0.6,11.0,0.43,12.6,29.3,0,0.47,0.76,59,85.5,7691041.82,0,0,0,0,0.0,0.0,0.0,0.0
SaaS & Cloud Provider,Enterprise (1000-5000),Azure Hybrid,Microsoft Defender for Endpoint,European Union (GDPR),High (PII + Financial KYC),206,309627844.28,723,136,3,9,17.8,78.3,52.5,82.1,1,0.43,14.5,0.63,25.1,31.4,1,0.69,0.77,70,60.6,9140176.12,0,0,0,0,0.0,0.0,0.0,0.0
Healthcare,Large Enterprise (5000+),On-Premises Legacy,Microsoft Defender for Endpoint,North America,Moderate (Internal Confidential),8000,21517208662.05,1343,323,4,6,33.1,61.7,82.5,98.5,1,0.54,20.7,0.51,106.5,10.8,1,0.22,0.9,185,83.9,551247329.77,0,0,0,0,0.0,0.0,0.0,0.0
Healthcare,Enterprise (1000-5000),GCP Native,CrowdStrike Falcon,North America,Moderate (Internal Confidential),178,606251339.23,143,44,4,9,15.1,80.7,93.9,64.4,0,0.71,10.4,0.49,21.1,20.0,1,0.81,0.66,245,90.0,22994001.68,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Large Enterprise (5000+),AWS Multi-Account,None,European Union (GDPR),High (PII + Financial KYC),8018,22403158824.47,815,176,1,12,53.2,40.3,70.5,96.1,0,0.25,33.1,0.79,19.5,32.1,1,0.49,0.92,160,55.5,621469035.82,0,1,0,0,0.0,154437833.52,0.0,0.0
SaaS & Cloud Provider,Mid-Market (250-1000),On-Premises Legacy,Microsoft Defender for Endpoint,India (BFSI Regulated),High (PII + Financial KYC),8017,13399990963.74,311,41,3,18,36.9,96.1,84.4,75.0,1,0.35,26.2,0.92,10.2,91.4,1,0.28,0.48,82,89.3,248673193.8,0,0,0,0,0.0,0.0,0.0,0.0
SaaS & Cloud Provider,Small (50-250),Multi-Cloud Enterprise,SentinelOne,North America,High (PII + Financial KYC),138,356172585.56,440,27,2,12,1.9,60.3,53.1,80.0,1,0.76,23.1,0.86,14.6,119.2,0,0.23,0.53,168,97.7,11501903.47,0,0,0,0,0.0,0.0,0.0,0.0
SaaS & Cloud Provider,Mid-Market (250-1000),On-Premises Legacy,Microsoft Defender for Endpoint,APAC,Critical (Cardholder / UPI Core),7999,26548472004.33,831,85,4,11,8.4,97.8,51.0,93.7,1,0.23,26.3,0.57,12.6,46.7,1,0.5,0.81,170,79.8,773937387.56,0,0,0,1,0.0,0.0,0.0,155944414.39
Healthcare,Small (50-250),Multi-Cloud Enterprise,CrowdStrike Falcon,North America,Moderate (Internal Confidential),563,851825832.43,69,16,4,14,6.4,79.9,78.9,87.1,0,0.65,10.5,0.75,27.9,55.6,1,0.28,0.69,45,91.0,19085407.21,0,0,0,0,0.0,0.0,0.0,0.0
SaaS & Cloud Provider,Enterprise (1000-5000),Multi-Cloud Enterprise,SentinelOne,India (BFSI Regulated),Moderate (Internal Confidential),7987,14646755687.87,202,19,3,13,26.9,57.0,66.6,97.4,0,0.4,3.2,0.57,18.6,25.3,2,0.32,0.67,49,79.4,484285246.44,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Mid-Market (250-1000),Azure Hybrid,SentinelOne,APAC,Moderate (Internal Confidential),493,1542657694.32,266,51,2,15,19.1,76.3,69.8,98.9,0,0.88,23.7,0.45,57.5,16.4,1,0.18,0.62,123,50.1,36078829.31,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Enterprise (1000-5000),Azure Hybrid,Microsoft Defender for Endpoint,APAC,High (PII + Financial KYC),541,1778707489.32,1131,293,5,10,15.2,62.4,61.6,85.3,0,0.82,33.9,0.47,7.7,27.4,1,0.8,0.7,22,77.6,60892931.55,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Small (50-250),On-Premises Legacy,Microsoft Defender for Endpoint,APAC,High (PII + Financial KYC),563,1640762859.1,669,95,6,5,16.0,77.9,69.6,82.1,1,0.89,24.1,0.5,13.5,55.0,0,0.43,0.62,126,96.4,36466554.35,0,0,0,0,0.0,0.0,0.0,0.0
Healthcare,Small (50-250),On-Premises Legacy,CrowdStrike Falcon,APAC,High (PII + Financial KYC),164,571231733.67,569,142,6,7,31.1,86.6,50.3,70.0,1,0.27,8.6,0.78,10.8,13.0,0,0.71,0.85,58,81.0,8803442.63,0,0,0,0,0.0,0.0,0.0,0.0
Healthcare,Mid-Market (250-1000),GCP Native,SentinelOne,European Union (GDPR),High (PII + Financial KYC),534,897350612.8,580,130,6,17,39.7,67.8,50.8,70.9,1,0.95,30.5,0.48,2.4,13.9,1,0.71,0.62,174,80.8,35506129.32,0,0,0,0,0.0,0.0,0.0,0.0
Healthcare,Large Enterprise (5000+),AWS Multi-Account,Legacy Antivirus,European Union (GDPR),High (PII + Financial KYC),174,450895427.51,91,16,1,13,39.2,53.1,69.0,70.0,0,0.31,21.5,0.73,5.9,62.9,1,0.68,0.39,176,88.0,14375605.73,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Mid-Market (250-1000),AWS Multi-Account,CrowdStrike Falcon,European Union (GDPR),Critical (Cardholder / UPI Core),2000,5739978890.59,789,251,3,13,50.8,97.9,69.5,91.0,1,0.85,22.8,0.4,13.4,7.1,1,0.72,0.46,40,74.0,184514359.33,0,0,0,0,0.0,0.0,0.0,0.0
Healthcare,Mid-Market (250-1000),On-Premises Legacy,CrowdStrike Falcon,APAC,High (PII + Financial KYC),584,1696689033.39,575,148,2,14,17.6,64.3,92.1,84.3,0,0.48,19.4,0.82,18.9,11.2,0,0.17,0.89,98,92.2,25644081.13,0,0,0,0,0.0,0.0,0.0,0.0
Healthcare,Enterprise (1000-5000),Azure Hybrid,Legacy Antivirus,India (BFSI Regulated),Moderate (Internal Confidential),8032,24794536860.89,1334,211,1,9,44.7,50.4,62.8,89.1,0,0.92,26.5,0.55,19.9,28.1,2,0.65,0.75,29,67.4,488433673.81,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Enterprise (1000-5000),GCP Native,CrowdStrike Falcon,North America,Moderate (Internal Confidential),2084,6950665355.97,523,152,1,10,27.3,83.6,81.6,92.2,1,0.2,33.7,0.73,24.8,212.5,0,0.71,0.42,239,74.4,190252950.09,0,0,0,1,0.0,0.0,0.0,39682482.5
Healthcare,Mid-Market (250-1000),AWS Multi-Account,SentinelOne,APAC,Critical (Cardholder / UPI Core),2033,4519934117.88,647,175,3,9,10.2,78.7,61.4,95.3,0,0.72,15.0,0.6,6.8,20.0,1,0.42,0.62,227,95.3,198707361.09,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Mid-Market (250-1000),On-Premises Legacy,Microsoft Defender for Endpoint,India (BFSI Regulated),High (PII + Financial KYC),565,896048633.87,680,195,3,10,70.5,88.2,61.6,65.8,0,0.95,21.6,0.71,10.1,41.1,0,0.51,0.71,172,92.0,32866085.05,0,0,0,0,0.0,0.0,0.0,0.0
Banking & Financial Services,Mid-Market (250-1000),Azure Hybrid,Microsoft Defender for Endpoint,North America,Low (Public Data),172,382680018.58,1356,328,5,12,31.8,40.1,83.3,94.6,0,0.72,30.3,0.51,34.7,28.6,0,0.72,0.64,218,57.9,7344662.58,0,0,0,0,0.0,0.0,0.0,0.0
E-Commerce & Retail,Large Enterprise (5000+),Azure Hybrid,Microsoft Defender for Endpoint,APAC,Low (Public Data),1985,5643810610.65,1331,218,4,17,11.4,60.5,75.3,85.5,1,0.73,31.1,0.76,39.1,30.9,0,0.8,0.94,104,80.6,160961294.23,0,0,0,0,0.0,0.0,0.0,0.0
